,0,1,2,3,4,5,6,7,8,9,10,11
0,1,29KA20000000135,Karnataka,2000-01,Bijapur,Agro Foods,Bijapur (KTK),0.0,10.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE01000.00MT
1,2,29KA2000000001438,Karnataka,2000-01,Bellary,Sreeprabhanjana Sai cold storages Pvt Ltd,"M/s Sreeprabhanjana Sai cold storages Pvt Ltd, Near HLC Canal, Bangalore Road, Bellary, Karnataka Tel : 08392-72805",0.0,29.2,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02920.00MT
2,3,29KA2000000001436,Karnataka,2000-01,Haveri,Basaveswara Agri Tech,"Sri Basaveswara Agri Tech Pvt Ltd, P B Road, N H No.4, Motebennur - 581 136, Byadgi Taluk, Haveri dt, Karnataka Tel : 08375-58999",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06441.00MT
3,4,29KA2000000001433,Karnataka,2000-01,Haveri,Someswara Cold Storage,"M/s Someswara Cold Storage Pvt Ltd, S.No 208, Behind APMC Yard, Gummanahalli Road, Byadgi, 581106, Karnataka Tel : 08375-58489",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE05687.00MT
4,5,29KA2000000001434,Karnataka,2000-01,Haveri,Essvy Cold Storage,"Essvy Cold Storage Pvt Ltd, S.No 207, Behind APMC Yard, Byadgi Taluk, Haveri dt, Karnataka-581106 Tel No. 08375-59000",0.0,43.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08415.00MT
5,6,29KA2000000001435,Karnataka,2000-01,Haveri,Siddalingeswara Cold Storage,"Siddalingeswara Cold Storage Pvt Ltd, S.No 207/A, Behind APMC Yard, Byadgi Taluk, Haveri dt, Karnataka -581106 Tel No. 08375-58000",0.0,43.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE08415.00MT
6,7,29KA2000000001437,Karnataka,2000-01,Dharwad,Shreejee Cold Storage,"Shreejee Cold Storage, 67/A, 2nd Stage, Tarihal Industrial Area, Tarihal, Hubli-580030 Tel : 310719",0.0,28.11,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02811.00MT
7,8,29KA2001000001444,Karnataka,2000-01,Bellary,Noble Cold stoarge Pvt.LTd,"Noble Cold stoarge Pvt.LTd, Sirvara village, Bellary distrcit",0.0,18.65,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01865.00MT
8,9,29KA2001000001440,Karnataka,2001-02,Bijapur,M/s Deep Cold Storage Pvt Ltd,"M/s Deep Cold Storage Pvt Ltd, 73/1, Navaraspur, Torvi Village, Bijapur - 586 103,",0.0,19.27,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE01927.00MT
9,10,29KA20010000136,Karnataka,2001-02,Belgaum,Barafwala & Co.,Belgaum (Karnataka ),0.0,5.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE0500.00MT
10,11,29KA2001000001439,Karnataka,2001-02,Bellary,M/s Gowrishankar Cold Storage Pvt Ltd,"M/s Gowrishankar Cold Storage Pvt Ltd, KIADB, II Stage, Plot No : 47 & 48, Mundargi, Bellary Tel : 08392-74617",0.0,40.64,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04715.00MT
11,12,29KA2002000001441,Karnataka,2001-02,Belgaum,M/s Shakti Agro Cold Storage,"M/s Shakti Agro Cold Storage, Plot No 2-E, B.K. Kangrali Industrial Estate, Belgaum Ph : 470 907",0.0,26.2,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02620.00MT
12,13,29KA2002000001443,Karnataka,2001-02,Bellary,M/s Vijaya Hanuman cold storage Pvt Ltd.,"M/s Vijaya Hanuman cold storage Pvt Ltd., KAIDB Industrial Area , III satge , Mundargi, Bellary District",0.0,50.0,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE06666.00MT
13,14,29KA2002000001445,Karnataka,2001-02,Bellary,Agro tech cold storage Pvt. Ltd,"Agro tech cold storage Pvt. Ltd, Plot 22 KIADBI, KAIDB Industrial Area , III satge , Mundargi, Bellary District",0.0,32.37,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03237.00MT
14,15,29KA2002000001442,Karnataka,2001-02,Dharwad,M/s Agtech Cold Storage,"M/s Agtech Cold Storage, Plot No. 124, KIADB, Phase II, Tarihal Indl. Area, Tarihal, Hubli- 580 029, Tel - 0836-310706",0.0,37.63,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE03763.00MT
15,16,29KA20020000138,Karnataka,2002-03,Bangalore,Perfect Cold Storage,Bangalore,0.0,2.6,NHB,Completed,COLD / CA STORAGECOLD STORAGE0260.00MT
16,17,29KA20020000137,Karnataka,2002-03,Bangalore,Primier Agro Cool Tech Pvt. Ltd.,"Bangalore, Karnataka",0.0,25.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE02500.00MT
17,18,29KA2003000001447,Karnataka,2002-03,Bellary,M/s Noble Cold Storage,"M/s Noble Cold Storage, Sirvar Village, Bellary",0.0,39.26,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE04250.00MT
18,19,29KA2003000052,Karnataka,2003-04,Bellary,Lalitha Cold Storage,Bellary,0.0,31.75,NHB,Completed,COLD / CA STORAGECOLD STORAGE03175.00MT
19,20,29KA2004000001448,Karnataka,2003-04,Bijapur,M/s KHB Agro Foods & Cold Storage,"M/s KHB Agro Foods & Cold Storage, R S 167/2, Plot No 1, APMC Yard, Bijapur",0.0,18.8,Through NABARD,Completed,COLD / CA STORAGECOLD STORAGE02000.00MT
